**** All Elevator Calls (time,src,dest,state,elev dt) stage 8 ****
Elevator call,4.993816266014164,-6,78,3,9, Done, dt, 1399.0061837339858
Elevator call,18.77917039169597,-9,-7,3,2, Done, dt, 1740.220829608304
Elevator call,19.387078657155826,-1,5,3,9, Done, dt, 20.612921342844174
Elevator call,20.327517520632,-1,-5,3,2, Done, dt, 25.672482479368
Elevator call,27.9999732565052,-1,55,3,9, Done, dt, 1018.0000267434948
Elevator call,29.917239624265676,-2,64,3,9, Done, dt, 2927.0827603757343
Elevator call,38.28582116015673,-4,68,3,9, Done, dt, 1118.7141788398433
Elevator call,39.19202923931175,-4,6,3,8, Done, dt, 984.8079707606882
Elevator call,39.69710409736126,0,95,3,1, Done, dt, 59.30289590263874
Elevator call,49.43307426313186,-2,-4,3,2, Done, dt, 22.566925736868143
Elevator call,54.196436787183075,-6,8,3,6, Done, dt, 2189.8035632128167
Elevator call,57.40531969890162,-3,7,3,8, Done, dt, 28.59468030109838
Elevator call,63.05259875982824,-5,-1,3,6, Done, dt, 21.947401240171757
Elevator call,79.37736411739434,-3,85,2,8
Elevator call,89.4285158976113,-5,19,2,7
Elevator call,92.15048695301039,-9,40,3,8, Done, dt, 366.8495130469896
Elevator call,96.61997031673536,-6,39,3,8, Done, dt, 351.38002968326464
Elevator call,108.64204888088284,-2,44,3,7, Done, dt, 40.35795111911716
Elevator call,111.62708145083661,-3,-8,3,9, Done, dt, 91.37291854916339
Elevator call,116.72069026135568,-2,67,3,9, Done, dt, 186.27930973864432
Elevator call,117.93413927793131,-2,70,2,7
Elevator call,133.34539591368775,-9,47,3,6, Done, dt, 765.6546040863122
Elevator call,134.00355801094793,-6,98,3,1, Done, dt, 775.9964419890521
Elevator call,140.52095248879914,-6,54,3,8, Done, dt, 372.47904751120086
Elevator call,142.07808960138755,-8,13,3,9, Done, dt, 102.92191039861245
Elevator call,146.76293294989182,0,73,3,9, Done, dt, 169.23706705010818
Elevator call,147.44392615224183,-7,67,3,8, Done, dt, 388.55607384775817
Elevator call,151.6163012890247,-6,0,3,2, Done, dt, 32.383698710975295
Elevator call,159.17766514162577,0,7,3,6, Done, dt, 37.822334858374234
Elevator call,170.15712188664338,-6,51,3,9, Done, dt, 114.84287811335662
Elevator call,173.25392580462358,62,87,3,7, Done, dt, 209.74607419537642
Elevator call,174.91394871323018,-4,48,3,9, Done, dt, 98.08605128676982
Elevator call,177.9146689591314,-2,10,3,7, Done, dt, 125.0853310408686
Elevator call,179.41211574761928,-2,26,3,7, Done, dt, 152.58788425238072
Elevator call,188.69360223337299,-6,-7,3,7, Done, dt, 63.306397766627015
Elevator call,197.44243298068636,-7,75,3,9, Done, dt, 129.55756701931364
Elevator call,202.63061730226673,-2,0,3,1, Done, dt, 433.3693826977333
Elevator call,203.2352417416962,-8,38,3,7, Done, dt, 144.7647582583038
Elevator call,209.35081553255895,27,-4,3,6, Done, dt, 59.649184467441046
Elevator call,209.97850155767696,-3,4,3,4, Done, dt, 30.021498442323036
Elevator call,210.90630526255882,94,-2,3,1, Done, dt, 125.09369473744118
Elevator call,211.32931870336074,-2,37,3,8, Done, dt, 224.67068129663926
Elevator call,217.22290993535717,-9,49,3,8, Done, dt, 270.77709006464283
Elevator call,218.07434462591186,52,87,3,8, Done, dt, 367.92565537408814
Elevator call,219.81598778407965,-9,36,3,8, Done, dt, 205.18401221592035
Elevator call,220.76873550670848,93,-4,3,1, Done, dt, 137.23126449329152
Elevator call,224.31198381778677,-5,-8,3,8, Done, dt, 93.68801618221323
Elevator call,231.56651879541005,10,62,3,1, Done, dt, 278.43348120458995
Elevator call,238.4981901010815,-3,-2,3,2, Done, dt, 306.5018098989185
Elevator call,249.14578168308412,-1,20,3,9, Done, dt, 224.85421831691588
Elevator call,249.47153929844012,-5,0,3,3, Done, dt, 26.52846070155988
Elevator call,254.50344330296275,-3,43,3,9, Done, dt, 262.49655669703725
Elevator call,255.11453151297678,-5,15,3,7, Done, dt, 60.88546848702322
Elevator call,257.29849213037915,-3,-9,3,7, Done, dt, 215.70150786962085
Elevator call,260.38349181826743,-8,22,3,9, Done, dt, 224.61650818173257
Elevator call,266.894697015759,81,-5,3,2, Done, dt, 197.105302984241
Elevator call,270.3465008526289,-3,-4,3,1, Done, dt, 87.65349914737112
Elevator call,272.4308393782785,-9,91,3,1, Done, dt, 272.5691606217215
Elevator call,278.80736100021363,-5,26,3,1, Done, dt, 183.19263899978637
Elevator call,285.4590041763097,-4,82,3,8, Done, dt, 285.5409958236903
Elevator call,299.06238686043775,-9,34,3,1, Done, dt, 176.93761313956225
Elevator call,303.5884504315734,-4,49,3,8, Done, dt, 184.4115495684266
Elevator call,305.1612056606798,-9,7,3,1, Done, dt, 126.8387943393202
Elevator call,307.17728820035336,-4,52,3,2, Done, dt, 679.8227117996466
Elevator call,310.1052389352092,38,-3,3,1, Done, dt, 358.8947610647908
Elevator call,310.2471597613528,-8,16,3,1, Done, dt, 136.7528402386472
Elevator call,310.43660083151826,9,-5,3,4, Done, dt, 39.56339916848174
Elevator call,310.65895693179937,-2,-5,3,6, Done, dt, 25.341043068200634
Elevator call,314.465693673799,-8,-6,3,8, Done, dt, 28.534306326200976
Elevator call,318.63880157220933,-5,20,3,8, Done, dt, 80.36119842779067
Elevator call,326.58639638472255,-7,-2,3,4, Done, dt, 50.41360361527745
Elevator call,334.8964002994919,-6,6,3,9, Done, dt, 112.10359970050808
Elevator call,338.34551095760867,-8,14,3,9, Done, dt, 122.65448904239133
Elevator call,346.0955137209953,-8,39,2,9
Elevator call,361.645498123866,-7,63,3,2, Done, dt, 656.354501876134
Elevator call,363.8472274622245,-5,-3,3,2, Done, dt, 508.1527725377755
Elevator call,381.31971563530055,-7,14,3,2, Done, dt, 547.6802843646994
Elevator call,388.51503029731634,-4,58,3,7, Done, dt, 200.48496970268366
Elevator call,394.25877451521023,-2,-6,3,1, Done, dt, 296.74122548478977
Elevator call,394.9568870028586,-9,-2,3,1, Done, dt, 332.0431129971414
Elevator call,396.01053237831434,-7,95,3,1, Done, dt, 160.98946762168566
Elevator call,396.1162807679582,0,26,3,8, Done, dt, 1009.8837192320418
Elevator call,397.828560875153,46,75,3,8, Done, dt, 156.17143912484698
Elevator call,398.52040573961403,-4,28,3,8, Done, dt, 403.47959426038597
